Date; Amount ;Category;Subcategory;Description
07.01.2014;-400,00р. ;Авто;Документы;
07.01.2014;-100,00р. ;Сотовый;Мой;
08.01.2014; -25100.00 ;Вещи;Одежда;
08.01.2014;-1 000,00р. ;Авто;Бензин;
09.01.2014;-40,00р. ;Еда;Магазин;
10.01.2014;-175,00р. ;Еда;Магазин;
10.01.2014;-1 750,00р. ;Вещи;Одежда;
10.01.2014;-45,00р. ;Еда;Магазин;
10.01.2014;-100,00р. ;Авто;Документы;
11.01.2014;-2 150,00р. ;Вещи;Техника;
11.01.2014;-200,00р. ;Еда;Магазин;
11.01.2014;-65,00р. ;Еда;Магазин;
11.01.2014;-166,00р. ;Еда;Магазин;
11.01.2014;-33,00р. ;Еда;Магазин;
11.01.2014;-167,00р. ;Еда;Магазин;
11.01.2014;-120,00р. ;Еда;Магазин;
13.01.2014;-181,00р. ;Еда;Магазин;
14.01.2014;-116,00р. ;Еда;Магазин;
15.01.2014;-8 063,00р. ;Вещи;Техника;
15.01.2014; -279.5 ;Еда;Магазин;
16.01.2014;-118,00р. ;Лекарства;Аптека;
16.01.2014;-2 100,00р. ;Вещи;Техника;книги
17.01.2014;-500,00р. ;Авто;Бензин;
18.01.2014;-650,00р. ;Еда;Магазин;
18.01.2014;-700,00р. ;Посиделки;Другое;
19.01.2014;-606,00р. ;Авто;Штрафы;
19.01.2014;-165,00р. ;Сотовый;Мой;
19.01.2014;-40,00р. ;Еда;Магазин;
19.01.2014;-150,00р. ;Авто;Запчасти;
19.01.2014; -226.00 ;Еда;Магазин;
20.01.2014;-1 000,00р. ;Авто;Бензин;
20.01.2014;-4 000,00р. ;Вещи;Одежда;подушка
21.01.2014;-90,00р. ;Проезд;Городской;
21.01.2014; -394.00 ;Еда;Магазин;
21.01.2014;-306,00р. ;Лекарства;Аптека;
22.01.2014;-200,00р. ;Еда;Магазин;
22.01.2014;-700,00р. ;Сотовый;Мой;
22.01.2014;-977,00р. ;Еда;Магазин;
22.01.2014;-100,00р. ;Сотовый;Другой;
23.01.2014;-150,00р. ;Вещи;Техника;журнал
23.01.2014; -357.00 ;Еда;Магазин;
23.01.2014;-650,00р. ;Лекарства;Аптека;
23.01.2014;-940,00р. ;Вещи;Одежда;
23.01.2014; -1360.00 ;Путешествие;Путешествие;
23.01.2014;-25,00р. ;Прочее;Прочее;
30.01.2014;-50,00р. ;Проезд;Городской;
30.01.2014;-1 300,00р. ;Проезд;Такси;
30.01.2014;-181,00р. ;Еда;Магазин;
30.01.2014;-50,00р. ;Проезд;Городской;
30.01.2014;-40,00р. ;Проезд;Городской;
30.01.2014;-50,00р. ;Проезд;Городской;
30.01.2014;-50,00р. ;Проезд;Городской;
31.01.2014;-65,00р. ;Еда;Магазин;
31.01.2014;-1 000,00р. ;Авто;Бензин;
31.01.2014;-100,00р. ;Вещи;Техника;батарейки
02.02.2014; -730.00 ;Еда;Магазин;
02.02.2014;-31 000,00р. ;Квартплата;Другое;
02.02.2014;-901,00р. ;Лекарства;Аптека;
02.02.2014;-299,00р. ;Еда;Магазин;
03.02.2014;-50,00р. ;Проезд;Городской;
03.02.2014;-286,00р. ;Еда;Обед;
03.02.2014;-40,00р. ;Проезд;Городской;
03.02.2014;-257,00р. ;Еда;Магазин;
04.02.2014;-50,00р. ;Проезд;Городской;
04.02.2014;-277,00р. ;Еда;Обед;
04.02.2014;-22 782,00р. ;Долг;Отдал Долг;
05.02.2014;-274,00р. ;Еда;Обед;
06.02.2014;-259,00р. ;Еда;Обед;
06.02.2014;-1 000,00р. ;Авто;Бензин;
06.02.2014;-500,00р. ;Квартплата;Другое;
07.02.2014;-290,00р. ;Еда;Обед;
07.02.2014;-424,00р. ;Лекарства;Аптека;
10.02.2014;-250,00р. ;Еда;Обед;
10.02.2014;-143,00р. ;Еда;Перекус;
11.02.2014;-270,00р. ;Еда;Обед;
11.02.2014;-1 000,00р. ;Авто;Бензин;
11.02.2014;-6 000,00р. ;Вещи;Одежда;коляски
11.02.2014;-319,00р. ;Сотовый;Мой;
12.02.2014;-290,00р. ;Еда;Обед;
13.02.2014;-35,00р. ;Еда;Перекус;
13.02.2014;-272,00р. ;Еда;Обед;
14.02.2014;-800,00р. ;Еда;Обед;
14.02.2014;-655,00р. ;Еда;Магазин;
15.02.2014;-100,00р. ;Сотовый;Мой;
15.02.2014;-1 000,00р. ;Авто;Бензин;
16.02.2014;-55,00р. ;Еда;Магазин;
16.02.2014;-185,00р. ;Еда;Магазин;
16.02.2014;-106,00р. ;Еда;Магазин;
16.02.2014;-636,00р. ;Еда;Магазин;
17.02.2014;-45,00р. ;Еда;Перекус;
17.02.2014;-282,00р. ;Еда;Обед;
17.02.2014;-207,00р. ;Еда;Перекус;
17.02.2014;-474,00р. ;Еда;Магазин;
18.02.2014;-222,00р. ;Еда;Обед;
19.02.2014;-100,00р. ;Проезд;Городской;
19.02.2014;-130,00р. ;Прочее;Прочее;
19.02.2014;-235,00р. ;Еда;Обед;
19.02.2014;-80,00р. ;Проезд;Городской;
20.02.2014;-50,00р. ;Проезд;Городской;
20.02.2014;-297,00р. ;Еда;Обед;
20.02.2014;-253,00р. ;Еда;Магазин;
20.02.2014;-40,00р. ;Проезд;Городской;
21.02.2014;-50,00р. ;Проезд;Городской;
21.02.2014;-288,00р. ;Еда;Обед;
21.02.2014;-40,00р. ;Проезд;Городской;
21.02.2014;-771,00р. ;Еда;Магазин;
23.02.2014;-2 200,00р. ;Посиделки;Кафе;
23.02.2014;-80,00р. ;Проезд;Городской;
23.02.2014;-30,00р. ;Проезд;Маршрутка;
23.02.2014;-40,00р. ;Проезд;Городской;
24.02.2014;-50,00р. ;Проезд;Городской;
24.02.2014; 30 000,00р. ;Income;Зарплата;
24.02.2014;-40,00р. ;Проезд;Городской;
24.02.2014;-100,00р. ;Проезд;Городской;
24.02.2014;-201,00р. ;Сотовый;Мой;
25.02.2014;-50,00р. ;Проезд;Городской;
25.02.2014;-285,00р. ;Еда;Обед;
25.02.2014;-40,00р. ;Проезд;Городской;
26.02.2014;-50,00р. ;Проезд;Городской;
26.02.2014;-176,00р. ;Еда;Перекус;
26.02.2014;-40,00р. ;Проезд;Городской;
26.02.2014;-33 200,00р. ;Авто;Ремонт;
27.02.2014;-415,00р. ;Еда;Обед;
27.02.2014;-1 000,00р. ;Авто;Бензин;
28.02.2014;-45,00р. ;Еда;Перекус;
28.02.2014;-305,00р. ;Еда;Обед;
02.03.2014;-550,00р. ;Еда;Магазин;
03.03.2014;-45,00р. ;Еда;Перекус;
03.03.2014;-250,00р. ;Еда;Обед;
03.03.2014;-497,00р. ;Еда;Магазин;
04.03.2014;-1 000,00р. ;Авто;Бензин;
04.03.2014;-250,00р. ;Еда;Обед;
05.03.2014;-250,00р. ;Еда;Обед;
05.03.2014;-203,00р. ;Еда;Перекус;
05.03.2014; 60 000,00р. ;Income;Зарплата;
06.03.2014;-50,00р. ;Проезд;Городской;
06.03.2014;-275,00р. ;Еда;Обед;
06.03.2014;-40,00р. ;Проезд;Городской;
07.03.2014;-40,00р. ;Проезд;Городской;
07.03.2014;-100,00р. ;Проезд;Городской;
07.03.2014;-200,00р. ;Сотовый;Мой;
07.03.2014;-260,00р. ;Еда;Обед;
07.03.2014;-900,00р. ;Прочее;Прочее;8 марта
08.03.2014;-500,00р. ;Квартплата;Другое;
08.03.2014;-1 400,00р. ;Еда;Магазин;
08.03.2014;-318,00р. ;Еда;Магазин;
11.03.2014;-500,00р. ;Авто;Бензин;
11.03.2014;-272,00р. ;Еда;Обед;
12.03.2014;-183,00р. ;Еда;Магазин;
12.03.2014;-267,00р. ;Еда;Обед;
12.03.2014;-735,00р. ;Еда;Магазин;
13.03.2014;-250,00р. ;Еда;Обед;
13.03.2014;-1 500,00р. ;Авто;Бензин;
13.03.2014;-300,00р. ;Авто;Мойка;
13.03.2014;-240,00р. ;Прочее;Прочее;
14.03.2014;-35,00р. ;Еда;Перекус;
14.03.2014;-317,00р. ;Еда;Обед;
15.03.2014; -1322.00 ;Еда;Магазин;
15.03.2014;-500,00р. ;Еда;Магазин;
15.03.2014;-145,00р. ;Еда;Магазин;
15.03.2014;-31 450,00р. ;Квартплата;Другое;
15.03.2014;-3 500,00р. ;Прочее;Прочее;семинар по йоге
17.03.2014;-4 050,00р. ;Вещи;Техника;
17.03.2014;-250,00р. ;Еда;Обед;
17.03.2014;-45,00р. ;Еда;Перекус;
18.03.2014; 130 060,00р. ;Income;Зарплата;
18.03.2014;-35,00р. ;Еда;Перекус;
18.03.2014;-235,00р. ;Еда;Обед;
19.03.2014;-4 200,00р. ;Вещи;Техника;
19.03.2014;-250,00р. ;Еда;Обед;
19.03.2014;-628,00р. ;Вещи;Техника;
20.03.2014;-275,00р. ;Еда;Обед;
20.03.2014;-1 000,00р. ;Авто;Бензин;
20.03.2014;-1 400,00р. ;Еда;Магазин;
20.03.2014;-2 700,00р. ;Лекарства;Аптека;линзы
20.03.2014;-400,00р. ;Вещи;Техника;книги
20.03.2014; 45 000,00р. ;Income;Зарплата;Оля
21.03.2014;-130,00р. ;Еда;Перекус;
21.03.2014;-2 900,00р. ;Вещи;Техника;
21.03.2014;-258,00р. ;Еда;Обед;
22.03.2014;-41,00р. ;Еда;Магазин;
22.03.2014; -366.00 ;Еда;Магазин;
23.03.2014;-120,00р. ;Еда;Магазин;
24.03.2014;-30,00р. ;Еда;Перекус;
24.03.2014;-262,00р. ;Еда;Обед;
24.03.2014;-96,00р. ;Еда;Перекус;
24.03.2014; -1257.00 ;Лекарства;Аптека;
24.03.2014;-500,00р. ;Еда;Магазин;
25.03.2014;-263,00р. ;Еда;Обед;
25.03.2014;-1 055,00р. ;Вещи;Техника;али
25.03.2014;-113,00р. ;Сотовый;Мой;
25.03.2014;-1 000,00р. ;Авто;Бензин;
25.03.2014;-2 400,00р. ;Вещи;Одежда;mothercare
26.03.2014;-250,00р. ;Еда;Обед;
26.03.2014; -180.5 ;Еда;Магазин;
26.03.2014;-110,00р. ;Еда;Магазин;
27.03.2014;-295,00р. ;Еда;Обед;
27.03.2014; -389.5 ;Еда;Магазин;
28.03.2014;-295,00р. ;Еда;Обед;
30.03.2014;-31 400,00р. ;Квартплата;Другое;
